doi,publisher,contributor,title,description,creator,subject,rightsURI,publicationYear,format,descriptionType,relatedIdentifier,created,updated
10.5441/001/1.K8S2G5V7/1,University of Konstanz,Movebank Data Repository,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)-gps","Hebblewhite M, Merrill EH, McDermid G (2008) A multi-scale test of the forage maturation hypothesis in a partially migratory ungulate population. Ecological Monographs 78(2):141-166. doi:10.1890/06-1708.1,The forage maturation hypothesis (FMH) proposes that ungulate migration is driven by selection for high forage quality. Because quality declines with plant maturation, but intake declines at low biomass, ungulates are predicted to select for intermediate forage biomass to maximize energy intake by following phenological gradients during the growing season. We tested the FMH in the Canadian Rocky Mountains by comparing forage availability and selection by both migrant and nonmigratory resident elk (Cervus elaphus) during three growing seasons from 2002–2004. First, we confirmed that the expected trade-off between forage quality and quantity occurred across vegetation communities. Next, we modeled forage biomass and phenology during the growing season by combining ground and remote-sensing approaches. The growing season started 2.2 days earlier every 1 km east of the continental divide, was delayed by 50 days for every 1000-m increase in elevation, and occurred 8 days earlier on south aspects. Migrant and resident selection for forage biomass was then compared across three spatial scales (across the study area, within summer home ranges, and along movement paths) using VHF and GPS telemetry locations from 119 female elk. Migrant home ranges occurred closer to the continental divide in areas of higher topographical diversity, resulting in migrants consistently selecting for intermediate biomass at the two largest scales, but not at the finest scale along movement paths. In contrast, residents selected maximum forage biomass across all spatial scales. To evaluate the consequences of selection, we compared exposure at telemetry locations of migrant and resident elk to expected forage biomass and digestibility. The expected digestibility for migrant elk in summer was 6.5% higher than for residents, which was corroborated with higher fecal nitrogen levels for migrants. The observed differences in digestibility should increase migrant elk body mass, pregnancy rates, and adult and calf survival rates. Whether bottom-up effects of improved forage quality are realized will ultimately depend on trade-offs between forage and predation. Nevertheless, this study provides comprehensive evidence that montane ungulate migration leads to greater access to higher-quality forage relative to nonmigratory congeners, as predicted by the forage maturation hypothesis, resulting primarily from large-scale selection patterns.","Hebblewhite, Mark,Merrill, Evelyn","animal migration,animal tracking,Banff National Park,behavioral plasticity,behavioral syndrome,Cervus elaphus,elk,forage selection,partial migration,phenology,radio telemetry,Rocky Mountains,ungulates,Yellowstone National Park",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.k8s2g5v7,IsSupplementTo:DOI:10.1890/06-1708.1,IsDocumentedBy:DOI:10.1111/1365-2656.12495,IsDocumentedBy:DOI:10.2193/0091-7648(2006)34[1280:ITMBOM]2.0.CO;2,IsDocumentedBy:DOI:10.1890/08-2090.1,IsDocumentedBy:DOI:10.1111/j.1365-2664.2008.01466.x,IsDocumentedBy:DOI:10.1007/s00442-007-0661-y",2016-01-29T14:30:51Z,2016-01-29T15:14:55Z
10.5441/001/1.K8S2G5V7/2,University of Konstanz,Movebank Data Repository,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)-radio-transmitter","Hebblewhite M, Merrill EH, McDermid G (2008) A multi-scale test of the forage maturation hypothesis in a partially migratory ungulate population. Ecological Monographs 78(2):141-166. doi:10.1890/06-1708.1,The forage maturation hypothesis (FMH) proposes that ungulate migration is driven by selection for high forage quality. Because quality declines with plant maturation, but intake declines at low biomass, ungulates are predicted to select for intermediate forage biomass to maximize energy intake by following phenological gradients during the growing season. We tested the FMH in the Canadian Rocky Mountains by comparing forage availability and selection by both migrant and nonmigratory resident elk (Cervus elaphus) during three growing seasons from 2002–2004. First, we confirmed that the expected trade-off between forage quality and quantity occurred across vegetation communities. Next, we modeled forage biomass and phenology during the growing season by combining ground and remote-sensing approaches. The growing season started 2.2 days earlier every 1 km east of the continental divide, was delayed by 50 days for every 1000-m increase in elevation, and occurred 8 days earlier on south aspects. Migrant and resident selection for forage biomass was then compared across three spatial scales (across the study area, within summer home ranges, and along movement paths) using VHF and GPS telemetry locations from 119 female elk. Migrant home ranges occurred closer to the continental divide in areas of higher topographical diversity, resulting in migrants consistently selecting for intermediate biomass at the two largest scales, but not at the finest scale along movement paths. In contrast, residents selected maximum forage biomass across all spatial scales. To evaluate the consequences of selection, we compared exposure at telemetry locations of migrant and resident elk to expected forage biomass and digestibility. The expected digestibility for migrant elk in summer was 6.5% higher than for residents, which was corroborated with higher fecal nitrogen levels for migrants. The observed differences in digestibility should increase migrant elk body mass, pregnancy rates, and adult and calf survival rates. Whether bottom-up effects of improved forage quality are realized will ultimately depend on trade-offs between forage and predation. Nevertheless, this study provides comprehensive evidence that montane ungulate migration leads to greater access to higher-quality forage relative to nonmigratory congeners, as predicted by the forage maturation hypothesis, resulting primarily from large-scale selection patterns.","Hebblewhite, Mark,Merrill, Evelyn","animal migration,animal tracking,Banff National Park,behavioral plasticity,behavioral syndrome,Cervus elaphus,elk,forage selection,partial migration,phenology,radio telemetry,Rocky Mountains,ungulates,Yellowstone National Park",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.k8s2g5v7,IsSupplementTo:DOI:10.1890/06-1708.1,IsDocumentedBy:DOI:10.1111/1365-2656.12495,IsDocumentedBy:DOI:10.2193/0091-7648(2006)34[1280:ITMBOM]2.0.CO;2,IsDocumentedBy:DOI:10.1890/08-2090.1,IsDocumentedBy:DOI:10.1111/j.1365-2664.2008.01466.x,IsDocumentedBy:DOI:10.1007/s00442-007-0661-y",2016-01-29T14:30:53Z,2016-01-29T15:16:15Z
10.5441/001/1.K8S2G5V7/3,University of Konstanz,Movebank Data Repository,"Ya Ha Tinda elk project, Banff National Park (data from Hebblewhite et al. 2008)-reference-data","Hebblewhite M, Merrill EH, McDermid G (2008) A multi-scale test of the forage maturation hypothesis in a partially migratory ungulate population. Ecological Monographs 78(2):141-166. doi:10.1890/06-1708.1,The forage maturation hypothesis (FMH) proposes that ungulate migration is driven by selection for high forage quality. Because quality declines with plant maturation, but intake declines at low biomass, ungulates are predicted to select for intermediate forage biomass to maximize energy intake by following phenological gradients during the growing season. We tested the FMH in the Canadian Rocky Mountains by comparing forage availability and selection by both migrant and nonmigratory resident elk (Cervus elaphus) during three growing seasons from 2002–2004. First, we confirmed that the expected trade-off between forage quality and quantity occurred across vegetation communities. Next, we modeled forage biomass and phenology during the growing season by combining ground and remote-sensing approaches. The growing season started 2.2 days earlier every 1 km east of the continental divide, was delayed by 50 days for every 1000-m increase in elevation, and occurred 8 days earlier on south aspects. Migrant and resident selection for forage biomass was then compared across three spatial scales (across the study area, within summer home ranges, and along movement paths) using VHF and GPS telemetry locations from 119 female elk. Migrant home ranges occurred closer to the continental divide in areas of higher topographical diversity, resulting in migrants consistently selecting for intermediate biomass at the two largest scales, but not at the finest scale along movement paths. In contrast, residents selected maximum forage biomass across all spatial scales. To evaluate the consequences of selection, we compared exposure at telemetry locations of migrant and resident elk to expected forage biomass and digestibility. The expected digestibility for migrant elk in summer was 6.5% higher than for residents, which was corroborated with higher fecal nitrogen levels for migrants. The observed differences in digestibility should increase migrant elk body mass, pregnancy rates, and adult and calf survival rates. Whether bottom-up effects of improved forage quality are realized will ultimately depend on trade-offs between forage and predation. Nevertheless, this study provides comprehensive evidence that montane ungulate migration leads to greater access to higher-quality forage relative to nonmigratory congeners, as predicted by the forage maturation hypothesis, resulting primarily from large-scale selection patterns.","Hebblewhite, Mark,Merrill, Evelyn","animal migration,animal tracking,Banff National Park,behavioral plasticity,behavioral syndrome,Cervus elaphus,elk,forage selection,partial migration,phenology,radio telemetry,Rocky Mountains,ungulates,Yellowstone National Park",http://creativecommons.org/publicdomain/zero/1.0/,2016,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.k8s2g5v7,IsSupplementTo:DOI:10.1890/06-1708.1,IsDocumentedBy:DOI:10.1111/1365-2656.12495,IsDocumentedBy:DOI:10.2193/0091-7648(2006)34[1280:ITMBOM]2.0.CO;2,IsDocumentedBy:DOI:10.1890/08-2090.1,IsDocumentedBy:DOI:10.1111/j.1365-2664.2008.01466.x,IsDocumentedBy:DOI:10.1007/s00442-007-0661-y",2016-01-29T14:30:54Z,2016-01-29T15:17:26Z
10.5441/001/0000003,University of Konstanz,,"Toucan movement and seed dispersal, Gamboa","These data are the locations of birds wearing GPS tracking devices with 3-axis accelerometer motion sensors. The locations were registered every 15 minutes during the day, while accelerometer data was recorded every 3 minutes for 50 seconds. These movement data were used to build a mechanistic model of seed dispersal by toucans.","Kays, Roland,Jansen, Patrick A.,Knecht, Elise M.H.,Vohwinkel, Reinhard,Wikelski, Martin","590 Zoology,seed dispersal,rain forest,Panama canal",,2011,csv,Abstract,IsPreviousVersionOf:DOI:10.5441/001/1.62r58302,2011-11-24T13:02:06Z,2012-07-13T11:22:19Z
10.5441/001/0000001,University of Konstanz,,Oilbirds,,"Holland, Richard A.,Wikelski, Martin,Kuemmeth, Franz,Bosque, Carlos","590 Zoology,Venezuela,seed dispersal",,2009,csv,,IsPreviousVersionOf:DOI:10.5441/001/1.35fs26kq,2011-11-30T12:51:45Z,2012-07-13T11:42:14Z
10.5441/001/0000002,University of Konstanz,,HomingPigeonsOlfaction,,"Gagliardo, Anna,Ioalè, Paolo,Filannino, Caterina,Wikelski, Martin","590 Zoology,animal tracking,homing pigeon,Columba livia",,2012,csv,,IsPreviousVersionOf:DOI:10.5441/001/1.q8b02dc5,2011-11-30T12:51:53Z,2012-07-13T11:37:37Z
10.5441/001/1.62S17B4V/1,University of Konstanz,Movebank Data Repository,Fruit bats in Ghana (data from Sapir et al. 2014),"Sapir N, Horvitz N, Dechmann DKN, Fahr J, Wikelski M (2014) Commuting fruit bats beneficially modulate their flight in relation to wind. Proceedings of the Royal Society B 20140018. doi:10.1098/rspb.2014.0018,When animals move, their tracks may be strongly influenced by the motion of air or water, and this may affect the speed, energetics and prospects of the journey. Flying organisms, such as bats, may thus benefit from modifying their flight in response to the wind vector. Yet, practical difficulties have so far limited the understanding of this response for free-ranging bats. We tracked nine straw-coloured fruit bats (Eidolon helvum) that flew 42.5+17.5km (mean + s.d.) to and from their roost near Accra, Ghana. Following detailed atmospheric simulations, we found that bats compensated for wind drift, as predicted under constant winds, and decreased their airspeed in response to tailwind assistance such that their groundspeed remained nearly constant. In addition, bats increased their airspeed with increasing crosswind speed. Overall, bats modulated their airspeed in relation to wind speed at different wind directions in a manner predicted by a two-dimensional optimal movement model. We conclude that sophisticated behavioural mechanisms to minimize the cost of transport under various wind conditions have evolved in bats. The bats’ response to the wind is similar to that reported for migratory birds and insects, suggesting convergent evolution of flight behaviours in volant organisms.","Dechmann, Dina K. N.,Fahr, Jakob,Wikelski, Martin","animal tracking,Eidolon helvum,flight behaviour,fruit bats",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.62s17b4v,IsSupplementTo:DOI:10.1098/rspb.2014.0018",2014-03-18T18:20:20Z,2014-03-18T18:20:21Z
10.5441/001/1.62S17B4V/2,University of Konstanz,Movebank Data Repository,Fruit bats in Ghana (data from Sapir et al. 2014)-reference-data,"Sapir N, Horvitz N, Dechmann DKN, Fahr J, Wikelski M (2014) Commuting fruit bats beneficially modulate their flight in relation to wind. Proceedings of the Royal Society B 20140018. doi:10.1098/rspb.2014.0018,When animals move, their tracks may be strongly influenced by the motion of air or water, and this may affect the speed, energetics and prospects of the journey. Flying organisms, such as bats, may thus benefit from modifying their flight in response to the wind vector. Yet, practical difficulties have so far limited the understanding of this response for free-ranging bats. We tracked nine straw-coloured fruit bats (Eidolon helvum) that flew 42.5+17.5km (mean + s.d.) to and from their roost near Accra, Ghana. Following detailed atmospheric simulations, we found that bats compensated for wind drift, as predicted under constant winds, and decreased their airspeed in response to tailwind assistance such that their groundspeed remained nearly constant. In addition, bats increased their airspeed with increasing crosswind speed. Overall, bats modulated their airspeed in relation to wind speed at different wind directions in a manner predicted by a two-dimensional optimal movement model. We conclude that sophisticated behavioural mechanisms to minimize the cost of transport under various wind conditions have evolved in bats. The bats’ response to the wind is similar to that reported for migratory birds and insects, suggesting convergent evolution of flight behaviours in volant organisms.","Dechmann, Dina K. N.,Fahr, Jakob,Wikelski, Martin","animal tracking,Eidolon helvum,flight behaviour,fruit bats",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.62s17b4v,IsSupplementTo:DOI:10.1098/rspb.2014.0018",2014-03-18T18:20:22Z,2014-03-18T18:20:23Z
10.5441/001/1.62S17B4V,University of Konstanz,Movebank Data Repository,Data from: Commuting fruit bats beneficially modulate their flight in relation to wind,"Sapir N, Horvitz N, Dechmann DKN, Fahr J, Wikelski M (2014) Commuting fruit bats beneficially modulate their flight in relation to wind. Proceedings of the Royal Society B 20140018. doi:10.1098/rspb.2014.0018,When animals move, their tracks may be strongly influenced by the motion of air or water, and this may affect the speed, energetics and prospects of the journey. Flying organisms, such as bats, may thus benefit from modifying their flight in response to the wind vector. Yet, practical difficulties have so far limited the understanding of this response for free-ranging bats. We tracked nine straw-coloured fruit bats (Eidolon helvum) that flew 42.5+17.5km (mean + s.d.) to and from their roost near Accra, Ghana. Following detailed atmospheric simulations, we found that bats compensated for wind drift, as predicted under constant winds, and decreased their airspeed in response to tailwind assistance such that their groundspeed remained nearly constant. In addition, bats increased their airspeed with increasing crosswind speed. Overall, bats modulated their airspeed in relation to wind speed at different wind directions in a manner predicted by a two-dimensional optimal movement model. We conclude that sophisticated behavioural mechanisms to minimize the cost of transport under various wind conditions have evolved in bats. The bats’ response to the wind is similar to that reported for migratory birds and insects, suggesting convergent evolution of flight behaviours in volant organisms.","Dechmann, Dina K. N.,Fahr, Jakob,Wikelski, Martin","animal tracking,Eidolon helvum,flight behaviour,fruit bats",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.62s17b4v/1,HasPart:DOI:10.5441/001/1.62s17b4v/2,IsSupplementTo:DOI:10.1098/rspb.2014.0018",2014-03-18T18:20:18Z,2014-03-18T18:20:19Z
10.5441/001/1.46FT1K05,University of Konstanz,Movebank Data Repository,Data from: Environmental drivers of variability in the movement ecology of turkey vultures (Cathartes aura) in North and South America,"Dodge S, Bohrer G, Bildstein K, Davidson SC, Weinzierl R, Mechard MJ, Barber D, Kays R, Brandes D, Han J (2014) Environmental drivers of variability in the movement ecology of turkey vultures (Cathartes aura) in North and South America. Philosophical Transactions of the Royal Society B 20130195. doi:10.1098/rstb.2013.0195,Variation is key to the adaptability of species and their ability to survive changes to the Earth’s climate and habitats. Plasticity in movement strategies allows a species to better track spatial dynamics of habitat quality. We describe the mechanisms that shape the movement of a long-distance migrant bird (turkey vulture, Cathartes aura) across two continents using satellite tracking coupled with remote-sensing science. Using nearly 10 years of data from 24 satellite-tracked vultures in four distinct populations, we describe an enormous amount of variation in their movement patterns. We related vulture movement to environmental conditions and found important correlations explaining how far they need to move to find food (indexed by the normalized difference vegetation index) and how fast they can move based on the prevalence of thermals and temperature. We conclude that the extensive variability in the movement ecology of turkey vultures, facilitated by their energetically efficient thermal soaring, suggests that this species is likely to do well across periods of modest climate change. The large scale and sample sizes needed for such analysis in a widespread migrant emphasizes the need for integrated and collaborative efforts to obtain tracking data and for policies, tools and open datasets to encourage such collaborations and data sharing.","Bildstein, Keith,Barber, David,Bechard, Marc J.","animal migration,avian scavengers,Cathartes aura,movement ecology,satellite telemetry,turkey vultures",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.46ft1k05/1,HasPart:DOI:10.5441/001/1.46ft1k05/2,IsSupplementTo:DOI:10.1098/rstb.2013.0195",2014-04-14T12:47:28Z,2014-04-14T12:47:29Z
10.5441/001/1.46FT1K05/1,University of Konstanz,Movebank Data Repository,Turkey vultures in North and South America,"Dodge S, Bohrer G, Bildstein K, Davidson SC, Weinzierl R, Mechard MJ, Barber D, Kays R, Brandes D, Han J (2014) Environmental drivers of variability in the movement ecology of turkey vultures (Cathartes aura) in North and South America. Philosophical Transactions of the Royal Society B 20130195. doi:10.1098/rstb.2013.0195,Variation is key to the adaptability of species and their ability to survive changes to the Earth’s climate and habitats. Plasticity in movement strategies allows a species to better track spatial dynamics of habitat quality. We describe the mechanisms that shape the movement of a long-distance migrant bird (turkey vulture, Cathartes aura) across two continents using satellite tracking coupled with remote-sensing science. Using nearly 10 years of data from 24 satellite-tracked vultures in four distinct populations, we describe an enormous amount of variation in their movement patterns. We related vulture movement to environmental conditions and found important correlations explaining how far they need to move to find food (indexed by the normalized difference vegetation index) and how fast they can move based on the prevalence of thermals and temperature. We conclude that the extensive variability in the movement ecology of turkey vultures, facilitated by their energetically efficient thermal soaring, suggests that this species is likely to do well across periods of modest climate change. The large scale and sample sizes needed for such analysis in a widespread migrant emphasizes the need for integrated and collaborative efforts to obtain tracking data and for policies, tools and open datasets to encourage such collaborations and data sharing.","Bildstein, Keith,Barber, David,Bechard, Marc J.","animal migration,avian scavengers,Cathartes aura,movement ecology,satellite telemetry,turkey vultures",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.46ft1k05,IsSupplementTo:DOI:10.1098/rstb.2013.0195",2014-04-14T12:47:30Z,2014-04-14T12:47:30Z
10.5441/001/1.46FT1K05/2,University of Konstanz,Movebank Data Repository,Turkey vultures in North and South America-reference-data,"Dodge S, Bohrer G, Bildstein K, Davidson SC, Weinzierl R, Mechard MJ, Barber D, Kays R, Brandes D, Han J (2014) Environmental drivers of variability in the movement ecology of turkey vultures (Cathartes aura) in North and South America. Philosophical Transactions of the Royal Society B 20130195. doi:10.1098/rstb.2013.0195,Variation is key to the adaptability of species and their ability to survive changes to the Earth’s climate and habitats. Plasticity in movement strategies allows a species to better track spatial dynamics of habitat quality. We describe the mechanisms that shape the movement of a long-distance migrant bird (turkey vulture, Cathartes aura) across two continents using satellite tracking coupled with remote-sensing science. Using nearly 10 years of data from 24 satellite-tracked vultures in four distinct populations, we describe an enormous amount of variation in their movement patterns. We related vulture movement to environmental conditions and found important correlations explaining how far they need to move to find food (indexed by the normalized difference vegetation index) and how fast they can move based on the prevalence of thermals and temperature. We conclude that the extensive variability in the movement ecology of turkey vultures, facilitated by their energetically efficient thermal soaring, suggests that this species is likely to do well across periods of modest climate change. The large scale and sample sizes needed for such analysis in a widespread migrant emphasizes the need for integrated and collaborative efforts to obtain tracking data and for policies, tools and open datasets to encourage such collaborations and data sharing.","Bildstein, Keith,Barber, David,Bechard, Marc J.","animal migration,avian scavengers,Cathartes aura,movement ecology,satellite telemetry,turkey vultures",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.46ft1k05,IsSupplementTo:DOI:10.1098/rstb.2013.0195",2014-04-14T12:47:31Z,2014-04-14T12:47:32Z
10.5441/001/1.PR1VJ29N,University of Konstanz,Movebank Data Repository,Data from: Factors influencing foraging search efficiency: Why do scarce lappet-faced vultures outperform ubiquitous white-backed vultures?,"Spiegel O, Getz WM, Nathan R (2013) Factors influencing foraging search efficiency: Why do scarce lappet-faced vultures outperform ubiquitous white-backed vultures? The American Naturalist 181(5), E102-115. doi:10.1086/670009,The search phase is a critical component of foraging behavior, affecting interspecific competition and community dynamics. Nevertheless, factors determining interspecific variation in search efficiency are still poorly understood. We studied differences in search efficiency between the lappet-faced vulture (Torgos tracheliotus; LFV) and the white-backed vulture (Gyps africanus; WBV) foraging on spatiotemporally unpredictable carcasses in Etosha National Park, Namibia. We used experimental food supply and high-resolution GPS tracking of free-ranging vultures to quantify search efficiency and elucidate the factors underlying the observed interspecific differences using a biased correlated random walk simulation model bootstrapped with the GPS tracking data. We found that LFV’s search efficiency was higher than WBV’s in both first-to-find, first-to-land, and per-individual-finding rate measures. Modifying species-specific traits in the simulation model allows us to assess the relative role of each factor in LFV’s higher efficiency. Interspecific differences in morphology (through the effect on perceptual range and motion ability) and searchers’ spatial dispersion (due to different roost arrangements) are in correspondence with the empirically observed advantage of LFV over WBV searchers, whereas differences in other aspects of the movement patterns appear to play a minor role. Our results provide mechanistic explanations for interspecific variation in search efficiency for species using similar resources and foraging modes.","Spiegel, Orr,Getz, Wayne M.,Nathan, Ran","animal tracking,Etosha National Park,Gyps africanus,interspecific competition,lappet-faced vulture,movement ecology,Namibia,optimal foraging,Torgos tracheliotus,vulture conservation,white-backed vulture",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.pr1vj29n/1,HasPart:DOI:10.5441/001/1.pr1vj29n/2,IsSupplementTo:DOI:10.1086/670009,IsPreviousVersionOf:DOI:10.5441/001/1.mf903197",2014-09-24T15:32:17Z,2014-11-25T15:31:49Z
10.5441/001/1.PR1VJ29N/1,University of Konstanz,Movebank Data Repository,"HUJ MoveEcol Lab Israel_ Foraging search efficiency in white backed & lappet-faced vultures, Namibia (data from Spiegel et al. 2013)","Spiegel O, Getz WM, Nathan R (2013) Factors influencing foraging search efficiency: Why do scarce lappet-faced vultures outperform ubiquitous white-backed vultures? The American Naturalist 181(5), E102-115. doi:10.1086/670009,The search phase is a critical component of foraging behavior, affecting interspecific competition and community dynamics. Nevertheless, factors determining interspecific variation in search efficiency are still poorly understood. We studied differences in search efficiency between the lappet-faced vulture (Torgos tracheliotus; LFV) and the white-backed vulture (Gyps africanus; WBV) foraging on spatiotemporally unpredictable carcasses in Etosha National Park, Namibia. We used experimental food supply and high-resolution GPS tracking of free-ranging vultures to quantify search efficiency and elucidate the factors underlying the observed interspecific differences using a biased correlated random walk simulation model bootstrapped with the GPS tracking data. We found that LFV’s search efficiency was higher than WBV’s in both first-to-find, first-to-land, and per-individual-finding rate measures. Modifying species-specific traits in the simulation model allows us to assess the relative role of each factor in LFV’s higher efficiency. Interspecific differences in morphology (through the effect on perceptual range and motion ability) and searchers’ spatial dispersion (due to different roost arrangements) are in correspondence with the empirically observed advantage of LFV over WBV searchers, whereas differences in other aspects of the movement patterns appear to play a minor role. Our results provide mechanistic explanations for interspecific variation in search efficiency for species using similar resources and foraging modes.","Spiegel, Orr,Getz, Wayne M.,Nathan, Ran","animal tracking,Etosha National Park,Gyps africanus,interspecific competition,lappet-faced vulture,movement ecology,Namibia,optimal foraging,Torgos tracheliotus,vulture conservation,white-backed vulture",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.pr1vj29n,IsSupplementTo:DOI:10.1086/670009,IsPreviousVersionOf:DOI:10.5441/001/1.mf903197/1",2014-09-24T15:32:19Z,2014-11-25T15:37:01Z
10.5441/001/1.PR1VJ29N/2,University of Konstanz,Movebank Data Repository,"HUJ MoveEcol Lab Israel_ Foraging search efficiency in white backed & lappet-faced vultures, Namibia (data from Spiegel et al. 2013)-reference-data","Spiegel O, Getz WM, Nathan R (2013) Factors influencing foraging search efficiency: Why do scarce lappet-faced vultures outperform ubiquitous white-backed vultures? The American Naturalist 181(5), E102-115. doi:10.1086/670009,The search phase is a critical component of foraging behavior, affecting interspecific competition and community dynamics. Nevertheless, factors determining interspecific variation in search efficiency are still poorly understood. We studied differences in search efficiency between the lappet-faced vulture (Torgos tracheliotus; LFV) and the white-backed vulture (Gyps africanus; WBV) foraging on spatiotemporally unpredictable carcasses in Etosha National Park, Namibia. We used experimental food supply and high-resolution GPS tracking of free-ranging vultures to quantify search efficiency and elucidate the factors underlying the observed interspecific differences using a biased correlated random walk simulation model bootstrapped with the GPS tracking data. We found that LFV’s search efficiency was higher than WBV’s in both first-to-find, first-to-land, and per-individual-finding rate measures. Modifying species-specific traits in the simulation model allows us to assess the relative role of each factor in LFV’s higher efficiency. Interspecific differences in morphology (through the effect on perceptual range and motion ability) and searchers’ spatial dispersion (due to different roost arrangements) are in correspondence with the empirically observed advantage of LFV over WBV searchers, whereas differences in other aspects of the movement patterns appear to play a minor role. Our results provide mechanistic explanations for interspecific variation in search efficiency for species using similar resources and foraging modes.","Spiegel, Orr,Getz, Wayne M.,Nathan, Ran","animal tracking,Etosha National Park,Gyps africanus,interspecific competition,lappet-faced vulture,movement ecology,Namibia,optimal foraging,Torgos tracheliotus,vulture conservation,white-backed vulture",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","IsPartOf:DOI:10.5441/001/1.pr1vj29n,IsSupplementTo:DOI:10.1086/670009,IsPreviousVersionOf:DOI:10.5441/001/1.mf903197/2",2014-09-24T15:32:21Z,2014-11-25T15:36:25Z
10.5441/001/1.PV048Q7V,University of Konstanz,Movebank Data Repository,Data from: Where do livestock guardian dogs go? Movement patterns of free-ranging Maremma sheepdogs,"van Bommel L, Johnson CN (2014) Where do livestock guardian dogs go? Movement patterns of free-ranging Maremma sheepdogs. PLoS ONE 9(10), e111444. doi:10.1371/journal.pone.0111444,In many parts of the world, livestock guardian dogs (LGDs) are a relatively new and increasingly popular method for controlling the impact of wild predators on livestock. On large grazing properties in Australia, LGDs are often allowed to range freely over large areas, with minimal supervision by their owners. How they behave in this situation is mostly unknown. We fitted free-ranging Maremma sheepdogs with GPS tracking collars on three properties in Victoria, Australia; on two properties, four sheep were also fitted with GPS collars. We investigated how much time the Maremmas spent with their livestock, how far they moved outside the ranges of their stock, and tested whether they use their ranges sequentially, which is an effective way of maintaining a presence over a large area. The 95% kernel isopleth of the Maremmas ranged between 31 and 1161 ha, the 50% kernel isopleth ranged between 4 and 252 ha. Maremmas spent on average 90% of their time in sheep paddocks. Movements away from sheep occurred mostly at night, and were characterised by high-speed travel on relatively straight paths, similar to the change in activity at the edge of their range. Maremmas used different parts of their range sequentially, similar to sheep, and had a distinct early morning and late afternoon peak in activity. Our results show that while free-ranging LGDs spend the majority of their time with livestock, movements away from stock do occur. These movements could be important in allowing the dogs to maintain large territories, and could increase the effectiveness of livestock protection. Allowing LGDs to range freely can therefore be a useful management decision, but property size has to be large enough to accommodate the large areas that the dogs use.","van Bommel, Linda,Johnson, Chris N.","animal movement,animal tracking,Canis familiaris,Maremma sheepdogs,movement ecology,Ovis aries,sheep",http://creativecommons.org/publicdomain/zero/1.0/,2014,csv,"Other,Abstract","HasPart:DOI:10.5441/001/1.pv048q7v/1,HasPart:DOI:10.5441/001/1.pv048q7v/2,HasPart:DOI:10.5441/001/1.pv048q7v/3,IsSupplementTo:DOI:10.1371/journal.pone.0111444",2014-11-05T14:14:04Z,2014-11-05T14:14:05Z
